400,9.06E-03,4.11E-03,0.00E+00,8.10E-02,0.00E+00,0.00E+00
401,1.33E-02,7.25E-03,0.00E+00,1.06E-01,0.00E+00,0.00E+00
402,1.51E-02,8.52E-03,0.00E+00,1.17E-01,0.00E+00,0.00E+00
403,1.59E-02,8.94E-03,0.00E+00,1.17E-01,0.00E+00,0.00E+00
404,1.78E-02,9.63E-03,0.00E+00,1.08E-01,0.00E+00,0.00E+00
405,1.96E-02,1.01E-02,0.00E+00,9.68E-02,0.00E+00,0.00E+00
406,2.04E-02,9.62E-03,0.00E+00,9.08E-02,0.00E+00,0.00E+00
407,2.14E-02,9.43E-03,0.00E+00,9.00E-02,0.00E+00,0.00E+00
408,2.39E-02,1.05E-02,0.00E+00,9.78E-02,0.00E+00,0.00E+00
409,2.50E-02,1.17E-02,0.00E+00,1.07E-01,0.00E+00,0.00E+00
410,2.26E-02,1.24E-02,0.00E+00,1.12E-01,0.00E+00,0.00E+00
411,2.14E-02,1.33E-02,0.00E+00,1.13E-01,0.00E+00,0.00E+00
412,2.13E-02,1.48E-02,0.00E+00,1.08E-01,0.00E+00,0.00E+00
413,2.11E-02,1.62E-02,0.00E+00,1.02E-01,0.00E+00,0.00E+00
414,2.09E-02,1.72E-02,0.00E+00,9.54E-02,0.00E+00,0.00E+00
415,2.07E-02,1.78E-02,0.00E+00,9.08E-02,0.00E+00,0.00E+00
416,2.05E-02,1.80E-02,0.00E+00,8.94E-02,0.00E+00,0.00E+00
417,2.04E-02,1.63E-02,0.00E+00,8.81E-02,0.00E+00,0.00E+00
418,2.02E-02,1.34E-02,0.00E+00,8.65E-02,0.00E+00,0.00E+00
419,2.00E-02,1.37E-02,0.00E+00,9.09E-02,0.00E+00,0.00E+00
420,1.98E-02,1.76E-02,0.00E+00,1.00E-01,0.00E+00,0.00E+00
421,2.02E-02,2.14E-02,0.00E+00,1.06E-01,0.00E+00,0.00E+00
422,2.52E-02,2.44E-02,0.00E+00,1.08E-01,0.00E+00,0.00E+00
423,2.67E-02,2.62E-02,0.00E+00,1.09E-01,0.00E+00,0.00E+00
424,2.56E-02,2.71E-02,0.00E+00,1.09E-01,0.00E+00,0.00E+00
425,2.66E-02,2.73E-02,0.00E+00,1.07E-01,0.00E+00,0.00E+00
426,2.85E-02,2.74E-02,0.00E+00,1.04E-01,0.00E+00,0.00E+00
427,2.82E-02,2.82E-02,0.00E+00,1.03E-01,0.00E+00,0.00E+00
428,2.72E-02,2.96E-02,0.00E+00,1.04E-01,0.00E+00,0.00E+00
429,2.86E-02,3.14E-02,0.00E+00,1.03E-01,0.00E+00,0.00E+00
430,3.01E-02,3.34E-02,0.00E+00,1.01E-01,0.00E+00,0.00E+00
431,2.80E-02,3.53E-02,0.00E+00,9.95E-02,0.00E+00,0.00E+00
432,2.58E-02,3.66E-02,0.00E+00,9.86E-02,0.00E+00,0.00E+00
433,2.78E-02,3.65E-02,0.00E+00,9.86E-02,0.00E+00,0.00E+00
434,2.96E-02,3.61E-02,0.00E+00,9.79E-02,0.00E+00,0.00E+00
435,2.84E-02,3.61E-02,0.00E+00,9.46E-02,0.00E+00,0.00E+00
436,2.74E-02,3.67E-02,0.00E+00,9.16E-02,0.00E+00,0.00E+00
437,2.88E-02,3.82E-02,0.00E+00,9.02E-02,0.00E+00,0.00E+00
438,2.98E-02,3.97E-02,0.00E+00,9.09E-02,0.00E+00,0.00E+00
439,2.93E-02,4.08E-02,0.00E+00,9.43E-02,0.00E+00,0.00E+00
440,2.93E-02,4.22E-02,0.00E+00,9.68E-02,0.00E+00,0.00E+00
441,3.03E-02,4.43E-02,0.00E+00,9.63E-02,0.00E+00,0.00E+00
442,3.08E-02,4.68E-02,0.00E+00,9.28E-02,0.00E+00,0.00E+00
443,3.02E-02,4.93E-02,0.00E+00,8.67E-02,0.00E+00,0.00E+00
444,3.04E-02,5.11E-02,0.00E+00,8.22E-02,0.00E+00,0.00E+00
445,3.14E-02,5.21E-02,0.00E+00,8.09E-02,0.00E+00,0.00E+00
446,3.12E-02,5.35E-02,0.00E+00,8.26E-02,0.00E+00,0.00E+00
447,2.98E-02,5.55E-02,0.00E+00,8.67E-02,0.00E+00,0.00E+00
448,2.95E-02,5.79E-02,0.00E+00,9.02E-02,0.00E+00,0.00E+00
449,3.03E-02,6.04E-02,0.00E+00,9.27E-02,0.00E+00,0.00E+00
450,3.05E-02,6.24E-02,0.00E+00,9.39E-02,0.00E+00,0.00E+00
451,3.05E-02,6.40E-02,0.00E+00,9.43E-02,0.00E+00,0.00E+00
452,3.11E-02,6.59E-02,0.00E+00,9.54E-02,0.00E+00,0.00E+00
453,3.18E-02,6.80E-02,0.00E+00,9.62E-02,0.00E+00,0.00E+00
454,3.14E-02,6.98E-02,0.00E+00,9.45E-02,0.00E+00,0.00E+00
455,3.06E-02,7.16E-02,0.00E+00,9.08E-02,0.00E+00,0.00E+00
456,3.13E-02,7.39E-02,0.00E+00,8.45E-02,0.00E+00,0.00E+00
457,3.25E-02,7.69E-02,0.00E+00,7.89E-02,0.00E+00,0.00E+00
458,3.26E-02,8.10E-02,0.00E+00,7.82E-02,0.00E+00,0.00E+00
459,3.28E-02,8.51E-02,0.00E+00,8.08E-02,0.00E+00,0.00E+00
460,3.39E-02,8.80E-02,0.00E+00,8.68E-02,0.00E+00,0.00E+00
461,3.47E-02,9.04E-02,0.00E+00,9.23E-02,0.00E+00,0.00E+00
462,3.37E-02,9.30E-02,0.00E+00,9.37E-02,0.00E+00,0.00E+00
463,3.29E-02,9.55E-02,0.00E+00,9.36E-02,0.00E+00,0.00E+00
464,3.34E-02,9.76E-02,0.00E+00,9.32E-02,0.00E+00,0.00E+00
465,3.41E-02,9.97E-02,0.00E+00,9.32E-02,0.00E+00,0.00E+00
466,3.46E-02,1.02E-01,0.00E+00,9.46E-02,0.00E+00,0.00E+00
467,3.52E-02,1.04E-01,0.00E+00,9.54E-02,0.00E+00,0.00E+00
468,3.59E-02,1.06E-01,0.00E+00,9.48E-02,0.00E+00,0.00E+00
469,3.59E-02,1.08E-01,0.00E+00,9.33E-02,0.00E+00,0.00E+00
470,3.51E-02,1.10E-01,0.00E+00,9.12E-02,0.00E+00,0.00E+00
471,3.45E-02,1.12E-01,0.00E+00,8.82E-02,0.00E+00,0.00E+00
472,3.44E-02,1.14E-01,0.00E+00,8.52E-02,0.00E+00,0.00E+00
473,3.45E-02,1.16E-01,0.00E+00,8.48E-02,0.00E+00,0.00E+00
474,3.47E-02,1.18E-01,0.00E+00,8.70E-02,0.00E+00,0.00E+00
475,3.55E-02,1.19E-01,0.00E+00,9.03E-02,0.00E+00,0.00E+00
476,3.64E-02,1.19E-01,0.00E+00,9.36E-02,0.00E+00,0.00E+00
477,3.66E-02,1.19E-01,0.00E+00,9.55E-02,0.00E+00,0.00E+00
478,3.64E-02,1.18E-01,0.00E+00,9.59E-02,0.00E+00,0.00E+00
479,3.64E-02,1.18E-01,0.00E+00,9.55E-02,0.00E+00,0.00E+00
480,3.67E-02,1.18E-01,0.00E+00,9.46E-02,0.00E+00,0.00E+00
481,3.68E-02,1.19E-01,0.00E+00,9.33E-02,0.00E+00,0.00E+00
482,3.70E-02,1.19E-01,0.00E+00,9.22E-02,0.00E+00,0.00E+00
483,3.77E-02,1.20E-01,0.00E+00,9.24E-02,0.00E+00,0.00E+00
484,3.84E-02,1.20E-01,0.00E+00,9.37E-02,0.00E+00,0.00E+00
485,3.85E-02,1.19E-01,0.00E+00,9.65E-02,0.00E+00,0.00E+00
486,3.82E-02,1.18E-01,0.00E+00,9.93E-02,0.00E+00,0.00E+00
487,3.80E-02,1.17E-01,0.00E+00,1.00E-01,0.00E+00,0.00E+00
488,3.78E-02,1.16E-01,0.00E+00,1.00E-01,0.00E+00,0.00E+00
489,3.78E-02,1.14E-01,0.00E+00,1.02E-01,0.00E+00,0.00E+00
490,3.80E-02,1.13E-01,0.00E+00,1.03E-01,0.00E+00,0.00E+00
491,3.85E-02,1.12E-01,0.00E+00,1.01E-01,0.00E+00,0.00E+00
492,3.88E-02,1.11E-01,0.00E+00,9.94E-02,0.00E+00,0.00E+00
493,3.88E-02,1.10E-01,0.00E+00,9.78E-02,0.00E+00,0.00E+00
494,3.89E-02,1.09E-01,0.00E+00,9.80E-02,0.00E+00,0.00E+00
495,3.93E-02,1.08E-01,0.00E+00,1.01E-01,0.00E+00,0.00E+00
496,3.96E-02,1.06E-01,0.00E+00,1.05E-01,0.00E+00,0.00E+00
497,3.99E-02,1.05E-01,0.00E+00,1.09E-01,0.00E+00,0.00E+00
498,4.01E-02,1.03E-01,0.00E+00,1.10E-01,0.00E+00,0.00E+00
499,4.04E-02,1.01E-01,0.00E+00,1.07E-01,0.00E+00,0.00E+00
500,4.10E-02,9.91E-02,0.00E+00,1.06E-01,0.00E+00,0.00E+00
501,4.10E-02,9.71E-02,0.00E+00,1.08E-01,0.00E+00,0.00E+00
502,4.09E-02,9.52E-02,0.00E+00,1.10E-01,0.00E+00,0.00E+00
503,4.09E-02,9.35E-02,0.00E+00,1.11E-01,0.00E+00,0.00E+00
504,4.09E-02,9.16E-02,0.00E+00,1.07E-01,0.00E+00,0.00E+00
505,4.09E-02,8.98E-02,0.00E+00,1.02E-01,0.00E+00,0.00E+00
506,4.08E-02,8.92E-02,0.00E+00,1.00E-01,0.00E+00,0.00E+00
507,4.08E-02,8.90E-02,0.00E+00,1.02E-01,0.00E+00,0.00E+00
508,4.08E-02,8.73E-02,0.00E+00,1.07E-01,0.00E+00,0.00E+00
509,4.08E-02,8.49E-02,0.00E+00,1.13E-01,0.00E+00,0.00E+00
510,4.07E-02,8.29E-02,0.00E+00,1.19E-01,0.00E+00,0.00E+00
